customer_id,segment,city,state,country,zipcode,type
9083,Home Office,Bayamon,PR,Puerto Rico,957.0,PAYMENT
4741,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
639,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
9702,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
9114,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
1362,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
8011,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
3296,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
3182,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
7864,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
11169,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
5197,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
1535,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
6122,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
9451,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
542,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
11329,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
3570,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
650,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
9353,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
54,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
12151,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
10018,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
4936,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
8707,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
1025,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
8831,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
10679,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
5007,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
9854,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
376,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
5417,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
10759,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
8541,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
3752,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
4673,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
5367,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
10485,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
9272,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
647,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
6398,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
4209,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
8917,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
7784,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
1425,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
2737,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
6428,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
6543,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
3990,Consumer,Guayama,PR,Puerto Rico,784.0,TRANSFER
8524,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
9204,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
11761,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
9554,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
5118,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
5506,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
1423,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
138,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
6360,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
2053,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
10344,Consumer,Juana Diaz,PR,Puerto Rico,795.0,TRANSFER
3375,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
1339,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
7247,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
1273,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
6277,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
7701,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
4126,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
9528,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
1853,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
11149,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
5828,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
6887,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
4781,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
10668,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
5421,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
10200,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
11254,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
11106,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
8456,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
6149,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
1473,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
1840,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
6757,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
3972,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
9316,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
11213,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
3474,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14630,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13256,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14665,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13363,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14645,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13163,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14553,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14287,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13179,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13035,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14322,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13196,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14604,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
12961,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14676,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14087,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13194,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14513,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13461,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14510,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13190,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14508,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14472,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14562,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13206,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13080,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14633,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
14097,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
13024,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
778,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
7146,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
6365,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
8422,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
3784,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
10519,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
7132,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
3709,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
1509,Consumer,Freeport,NY,EE. UU.,11520.0,TRANSFER
1636,Consumer,Fort Washington,MD,EE. UU.,20744.0,TRANSFER
2784,Consumer,Bakersfield,CA,EE. UU.,93304.0,TRANSFER
9174,Consumer,Corona,NY,EE. UU.,11368.0,TRANSFER
122,Consumer,Cincinnati,OH,EE. UU.,45238.0,TRANSFER
3800,Consumer,Germantown,MD,EE. UU.,20874.0,TRANSFER
10029,Consumer,Carrollton,TX,EE. UU.,75006.0,TRANSFER
2805,Consumer,Houston,TX,EE. UU.,77093.0,TRANSFER
12253,Consumer,Carlisle,PA,EE. UU.,17013.0,TRANSFER
3528,Consumer,Los Angeles,CA,EE. UU.,90023.0,TRANSFER
11018,Consumer,Ewa Beach,HI,EE. UU.,96706.0,TRANSFER
3222,Consumer,Lakewood,NJ,EE. UU.,8701.0,TRANSFER
6246,Consumer,Rome,NY,EE. UU.,13440.0,TRANSFER
8741,Consumer,Vista,CA,EE. UU.,92083.0,TRANSFER
8050,Consumer,Fort Worth,TX,EE. UU.,76106.0,TRANSFER
5474,Consumer,Fond Du Lac,WI,EE. UU.,54935.0,TRANSFER
474,Consumer,Philadelphia,PA,EE. UU.,19139.0,TRANSFER
12255,Consumer,Ontario,CA,EE. UU.,91764.0,TRANSFER
10288,Consumer,Oviedo,FL,EE. UU.,32765.0,TRANSFER
4717,Consumer,Buffalo,NY,EE. UU.,14221.0,TRANSFER
4799,Consumer,Honolulu,HI,EE. UU.,96822.0,TRANSFER
4533,Consumer,Oceanside,CA,EE. UU.,92056.0,TRANSFER
12383,Consumer,North Tonawanda,NY,EE. UU.,14120.0,TRANSFER
3518,Consumer,Clovis,CA,EE. UU.,93611.0,TRANSFER
4674,Consumer,Jamaica,NY,EE. UU.,11434.0,TRANSFER
8519,Consumer,Granite City,IL,EE. UU.,62040.0,TRANSFER
5302,Consumer,Medford,MA,EE. UU.,2155.0,TRANSFER
3594,Consumer,Pomona,CA,EE. UU.,91766.0,TRANSFER
9890,Consumer,Tempe,AZ,EE. UU.,85281.0,TRANSFER
1410,Consumer,Santa Ana,CA,EE. UU.,92703.0,TRANSFER
7521,Consumer,York,PA,EE. UU.,17402.0,TRANSFER
2106,Consumer,Aurora,CO,EE. UU.,80010.0,TRANSFER
8144,Consumer,Simi Valley,CA,EE. UU.,93065.0,TRANSFER
5643,Consumer,Silver Spring,MD,EE. UU.,20904.0,TRANSFER
2041,Consumer,Saint Paul,MN,EE. UU.,55124.0,TRANSFER
7537,Consumer,San Antonio,TX,EE. UU.,78201.0,TRANSFER
3056,Consumer,Philadelphia,PA,EE. UU.,19143.0,TRANSFER
7967,Consumer,Philadelphia,PA,EE. UU.,19149.0,TRANSFER
1758,Consumer,Bronx,NY,EE. UU.,10466.0,TRANSFER
7884,Corporate,Greenville,NC,EE. UU.,27858.0,DEBIT
289,Corporate,Morristown,NJ,EE. UU.,7960.0,DEBIT
10081,Corporate,San Diego,CA,EE. UU.,92115.0,DEBIT
1169,Corporate,Oxnard,CA,EE. UU.,93030.0,DEBIT
1182,Corporate,Miami,FL,EE. UU.,33147.0,DEBIT
717,Corporate,Albuquerque,NM,EE. UU.,87111.0,DEBIT
20423,Corporate,Amarillo,TX,EE. UU.,79109.0,DEBIT
5801,Corporate,Lutz,FL,EE. UU.,33549.0,DEBIT
702,Corporate,Bend,OR,EE. UU.,97701.0,DEBIT
6951,Corporate,East Brunswick,NJ,EE. UU.,8816.0,DEBIT
6780,Corporate,Lancaster,SC,EE. UU.,29720.0,DEBIT
6422,Corporate,Ontario,CA,EE. UU.,91762.0,DEBIT
5384,Corporate,Houston,TX,EE. UU.,77015.0,DEBIT
2985,Corporate,Hampton,VA,EE. UU.,23666.0,DEBIT
18349,Corporate,New York,NY,EE. UU.,10016.0,DEBIT
11286,Corporate,Porterville,CA,EE. UU.,93257.0,DEBIT
489,Corporate,Portland,OR,EE. UU.,97223.0,DEBIT
4510,Corporate,Strongsville,OH,EE. UU.,44136.0,DEBIT
9626,Corporate,El Paso,TX,EE. UU.,79927.0,DEBIT
9494,Corporate,Del Rio,TX,EE. UU.,78840.0,DEBIT
1718,Corporate,Buffalo,NY,EE. UU.,14221.0,DEBIT
5295,Corporate,Bountiful,UT,EE. UU.,84010.0,DEBIT
3984,Corporate,Kent,WA,EE. UU.,98031.0,DEBIT
5270,Corporate,Chicago,IL,EE. UU.,60620.0,DEBIT
10966,Corporate,Plymouth,MA,EE. UU.,2360.0,DEBIT
1868,Corporate,Far Rockaway,NY,EE. UU.,11691.0,DEBIT
17446,Corporate,Houston,TX,EE. UU.,77088.0,DEBIT
10071,Corporate,Philadelphia,PA,EE. UU.,19124.0,DEBIT
1271,Corporate,Simi Valley,CA,EE. UU.,93065.0,DEBIT
11930,Corporate,Detroit,MI,EE. UU.,48227.0,DEBIT
20529,Corporate,Garden Grove,CA,EE. UU.,92840.0,DEBIT
8358,Corporate,San Diego,CA,EE. UU.,92105.0,DEBIT
7705,Corporate,Chicago,IL,EE. UU.,60609.0,DEBIT
17392,Corporate,Placentia,CA,EE. UU.,92870.0,DEBIT
18276,Corporate,San Jose,CA,EE. UU.,95148.0,DEBIT
7795,Corporate,Honolulu,HI,EE. UU.,96822.0,DEBIT
20655,Corporate,Mentor,OH,EE. UU.,44060.0,DEBIT
2454,Corporate,Santa Clara,CA,EE. UU.,95051.0,DEBIT
150,Corporate,Union,NJ,EE. UU.,7083.0,DEBIT
10671,Corporate,Long Beach,CA,EE. UU.,90805.0,DEBIT
11924,Corporate,Westminster,CA,EE. UU.,92683.0,DEBIT
16086,Corporate,Pompano Beach,FL,EE. UU.,33068.0,DEBIT
4398,Consumer,Azusa,CA,EE. UU.,91702.0,DEBIT
5687,Consumer,Fort Lauderdale,FL,EE. UU.,33324.0,DEBIT
8534,Consumer,San Antonio,TX,EE. UU.,78201.0,DEBIT
3372,Consumer,Princeton,NJ,EE. UU.,8540.0,DEBIT
10927,Consumer,Perth Amboy,NJ,EE. UU.,8861.0,DEBIT
3597,Consumer,Miami,FL,EE. UU.,33162.0,DEBIT
2052,Consumer,Loveland,OH,EE. UU.,45140.0,DEBIT
4399,Consumer,Virginia Beach,VA,EE. UU.,23455.0,DEBIT
185,Consumer,Louisville,KY,EE. UU.,40214.0,DEBIT
3441,Consumer,Lockport,NY,EE. UU.,14094.0,DEBIT
11947,Consumer,Chicago,IL,EE. UU.,60608.0,DEBIT
1555,Consumer,Staten Island,NY,EE. UU.,10314.0,DEBIT
9399,Consumer,Tucson,AZ,EE. UU.,85719.0,DEBIT
2792,Consumer,Plymouth,MA,EE. UU.,2360.0,DEBIT
10118,Consumer,Cleveland,OH,EE. UU.,44120.0,DEBIT
8544,Consumer,Bronx,NY,EE. UU.,10458.0,DEBIT
4296,Consumer,Webster,NY,EE. UU.,14580.0,DEBIT
4391,Consumer,Stockton,CA,EE. UU.,95207.0,DEBIT
2882,Consumer,Amarillo,TX,EE. UU.,79109.0,DEBIT
3283,Consumer,Martinsburg,WV,EE. UU.,25401.0,DEBIT
397,Consumer,Cumberland,MD,EE. UU.,21502.0,DEBIT
4104,Consumer,Pekin,IL,EE. UU.,61554.0,DEBIT
12214,Consumer,Tallahassee,FL,EE. UU.,32308.0,DEBIT
10699,Consumer,Jacksonville,FL,EE. UU.,32225.0,DEBIT
2091,Consumer,Woonsocket,RI,EE. UU.,2895.0,DEBIT
10474,Consumer,Stockton,CA,EE. UU.,95206.0,DEBIT
7504,Consumer,Lithonia,GA,EE. UU.,30058.0,DEBIT
7518,Consumer,Oak Lawn,IL,EE. UU.,60453.0,DEBIT
1738,Consumer,Detroit,MI,EE. UU.,48213.0,DEBIT
1622,Consumer,Alhambra,CA,EE. UU.,91801.0,DEBIT
1325,Consumer,New Haven,CT,EE. UU.,6511.0,DEBIT
5505,Consumer,North Tonawanda,NY,EE. UU.,14120.0,DEBIT
4210,Consumer,Phoenix,AZ,EE. UU.,85029.0,DEBIT
11229,Consumer,Kenner,LA,EE. UU.,70065.0,DEBIT
9385,Consumer,Washington,PA,EE. UU.,15301.0,DEBIT
900,Consumer,Holland,MI,EE. UU.,49423.0,DEBIT
6217,Consumer,Morrisville,PA,EE. UU.,19067.0,DEBIT
9466,Consumer,Memphis,TN,EE. UU.,38128.0,DEBIT
4596,Consumer,Federal Way,WA,EE. UU.,98023.0,DEBIT
5206,Consumer,San Diego,CA,EE. UU.,92113.0,DEBIT
2823,Consumer,Chicago,IL,EE. UU.,60626.0,DEBIT
10408,Consumer,Los Angeles,CA,EE. UU.,90027.0,DEBIT
11011,Consumer,Bronx,NY,EE. UU.,10457.0,DEBIT
40,Consumer,Long Beach,CA,EE. UU.,90805.0,DEBIT
11636,Consumer,Chicago,IL,EE. UU.,60637.0,DEBIT
7454,Corporate,West Covina,CA,EE. UU.,91790.0,TRANSFER
5138,Corporate,Ventura,CA,EE. UU.,93003.0,TRANSFER
8696,Corporate,Washington,DC,EE. UU.,20009.0,TRANSFER
2329,Corporate,Valrico,FL,EE. UU.,33594.0,TRANSFER
12431,Corporate,Kaneohe,HI,EE. UU.,96744.0,TRANSFER
10860,Corporate,Ventura,CA,EE. UU.,93003.0,TRANSFER
12094,Corporate,Brooklyn,NY,EE. UU.,11218.0,TRANSFER
5088,Corporate,Oceanside,CA,EE. UU.,92057.0,TRANSFER
2200,Corporate,Fort Worth,TX,EE. UU.,76116.0,TRANSFER
3997,Corporate,Brooklyn,NY,EE. UU.,11218.0,TRANSFER
8746,Corporate,Cleveland,OH,EE. UU.,44120.0,TRANSFER
3687,Corporate,Philadelphia,PA,EE. UU.,19145.0,TRANSFER
9162,Corporate,Lodi,CA,EE. UU.,95240.0,TRANSFER
8993,Corporate,Bakersfield,CA,EE. UU.,93308.0,TRANSFER
5875,Corporate,Philadelphia,PA,EE. UU.,19143.0,TRANSFER
2502,Corporate,Long Beach,CA,EE. UU.,90813.0,TRANSFER
9563,Corporate,San Jose,CA,EE. UU.,95122.0,TRANSFER
7259,Corporate,Murfreesboro,TN,EE. UU.,37130.0,TRANSFER
3131,Corporate,Carlsbad,CA,EE. UU.,92009.0,TRANSFER
4140,Corporate,Hamilton,OH,EE. UU.,45011.0,TRANSFER
4539,Corporate,Houston,TX,EE. UU.,77083.0,TRANSFER
6071,Corporate,New York,NY,EE. UU.,10031.0,TRANSFER
8730,Corporate,Hayward,CA,EE. UU.,94541.0,TRANSFER
9634,Corporate,Bridgeton,NJ,EE. UU.,8302.0,TRANSFER
8010,Corporate,Martinsburg,WV,EE. UU.,25401.0,TRANSFER
3484,Corporate,Bay Shore,NY,EE. UU.,11706.0,TRANSFER
7307,Corporate,Palatine,IL,EE. UU.,60067.0,TRANSFER
1975,Corporate,Smyrna,GA,EE. UU.,30080.0,TRANSFER
629,Corporate,Van Nuys,CA,EE. UU.,91406.0,TRANSFER
11753,Corporate,Opa Locka,FL,EE. UU.,33055.0,TRANSFER
5375,Corporate,Los Angeles,CA,EE. UU.,90046.0,TRANSFER
1695,Corporate,Saint Paul,MN,EE. UU.,55106.0,TRANSFER
9884,Corporate,Edison,NJ,EE. UU.,8817.0,TRANSFER
8498,Corporate,Baytown,TX,EE. UU.,77520.0,TRANSFER
7534,Corporate,Sylmar,CA,EE. UU.,91342.0,TRANSFER
123,Corporate,Bend,OR,EE. UU.,97701.0,TRANSFER
8925,Corporate,Opa Locka,FL,EE. UU.,33055.0,TRANSFER
5981,Corporate,Burnsville,MN,EE. UU.,55337.0,TRANSFER
7347,Corporate,Huntington Station,NY,EE. UU.,11746.0,TRANSFER
19445,Corporate,Caguas,PR,Puerto Rico,725.0,TRANSFER
19444,Corporate,Sunnyvale,CA,EE. UU.,94087.0,DEBIT
19443,Corporate,Sugar Land,TX,EE. UU.,77478.0,DEBIT
19442,Corporate,Caguas,PR,Puerto Rico,725.0,DEBIT
19441,Corporate,Brighton,MA,EE. UU.,2135.0,PAYMENT
19440,Corporate,Caguas,PR,Puerto Rico,725.0,DEBIT
19439,Corporate,Garden Grove,CA,EE. UU.,92840.0,TRANSFER
19438,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
19437,Corporate,Bismarck,ND,EE. UU.,58501.0,TRANSFER
19436,Home Office,Caguas,PR,Puerto Rico,725.0,DEBIT
19435,Consumer,Gaithersburg,MD,EE. UU.,20878.0,TRANSFER
19434,Corporate,Caguas,PR,Puerto Rico,725.0,DEBIT
19433,Corporate,Bismarck,ND,EE. UU.,58501.0,DEBIT
19432,Corporate,Honolulu,HI,EE. UU.,96817.0,TRANSFER
19431,Corporate,Lilburn,GA,EE. UU.,30047.0,DEBIT
19430,Corporate,Caguas,PR,Puerto Rico,725.0,TRANSFER
19429,Consumer,Virginia Beach,VA,EE. UU.,23455.0,TRANSFER
19428,Consumer,Azusa,CA,EE. UU.,91702.0,PAYMENT
19427,Corporate,Long Beach,CA,EE. UU.,90813.0,PAYMENT
19426,Consumer,Bronx,NY,EE. UU.,10458.0,TRANSFER
19425,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
19424,Consumer,Provo,UT,EE. UU.,84604.0,DEBIT
19423,Consumer,Columbia,TN,EE. UU.,38401.0,DEBIT
19422,Consumer,Caguas,PR,Puerto Rico,725.0,DEBIT
19421,Consumer,Stockton,CA,EE. UU.,95207.0,TRANSFER
19420,Home Office,Marietta,GA,EE. UU.,30062.0,TRANSFER
19419,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
19418,Consumer,Holland,MI,EE. UU.,49423.0,CASH
19417,Home Office,Rio Grande,PR,Puerto Rico,745.0,TRANSFER
19416,Home Office,Brooklyn,NY,EE. UU.,11212.0,PAYMENT
19415,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
19414,Corporate,Denver,CO,EE. UU.,80219.0,DEBIT
19413,Corporate,Taylor,MI,EE. UU.,48180.0,DEBIT
19412,Corporate,Caguas,PR,Puerto Rico,725.0,TRANSFER
19411,Corporate,Chicago,IL,EE. UU.,60637.0,DEBIT
19410,Corporate,Caguas,PR,Puerto Rico,725.0,DEBIT
19409,Corporate,Detroit,MI,EE. UU.,48205.0,DEBIT
19408,Consumer,Caguas,PR,Puerto Rico,725.0,PAYMENT
19407,Consumer,Murfreesboro,TN,EE. UU.,37130.0,DEBIT
19406,Consumer,Caguas,PR,Puerto Rico,725.0,PAYMENT
19405,Corporate,Cleveland,OH,EE. UU.,44102.0,DEBIT
19404,Consumer,Caguas,PR,Puerto Rico,725.0,TRANSFER
19403,Corporate,Lockport,NY,EE. UU.,14094.0,DEBIT
19402,Corporate,Caguas,PR,Puerto Rico,725.0,PAYMENT
19401,Corporate,Saint Charles,MO,EE. UU.,63301.0,PAYMENT
19400,Corporate,Los Angeles,CA,EE. UU.,90046.0,TRANSFER
19399,Home Office,Cupertino,CA,EE. UU.,95014.0,TRANSFER
19398,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
19397,Home Office,Springfield,MO,EE. UU.,65807.0,TRANSFER
19396,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
19395,Home Office,Mission Viejo,CA,EE. UU.,92692.0,TRANSFER
19394,Home Office,Los Angeles,CA,EE. UU.,90042.0,DEBIT
19393,Home Office,Caguas,PR,Puerto Rico,725.0,CASH
19392,Home Office,Roswell,GA,EE. UU.,30075.0,TRANSFER
19391,Corporate,Caguas,PR,Puerto Rico,725.0,PAYMENT
19390,Home Office,Ypsilanti,MI,EE. UU.,48197.0,CASH
19389,Corporate,Brooklyn,NY,EE. UU.,11218.0,CASH
19388,Corporate,Caguas,PR,Puerto Rico,725.0,DEBIT
19387,Corporate,Peoria,AZ,EE. UU.,85345.0,PAYMENT
19386,Corporate,Caguas,PR,Puerto Rico,725.0,DEBIT
19385,Corporate,Garden Grove,CA,EE. UU.,92843.0,CASH
19384,Home Office,Caguas,PR,Puerto Rico,725.0,PAYMENT
